ダウンロードした時刻：2025/07/15 21:02:44

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡
2009/1,6.8,8,1,0.0,8,1,15.3,8,1,10.2,8,1,3.5,8,1,6.5,8,1,0.0,8,1,16.1,8,1,9.9,8,1,3.3,8,1,16.7,8,1,9.3,8,1,24.8,8,1,19.4,8,1,14.2,8,1,5.9,8,1,-2.3,5,3,13.5,5,3,9.4,5,3,2.3,5,3
2009/2,7.8,8,1,1.4,8,1,23.9,8,1,11.5,8,1,4.4,8,1,7.9,8,1,1.0,8,1,19.1,8,1,11.8,8,1,4.4,8,1,19.9,8,1,14.2,8,1,26.6,8,1,23.0,8,1,17.6,8,1,9.3,8,1,0.1,8,3,20.8,8,3,13.6,8,3,4.6,8,3
2009/3,10.0,8,1,1.1,8,1,23.2,8,1,13.7,8,1,6.3,8,1,9.7,8,1,2.5,8,1,22.9,8,1,14.1,8,1,5.8,8,1,19.6,8,1,12.2,8,1,26.4,8,1,22.5,8,1,17.1,8,1,11.2,8,1,1.5,8,3,24.0,8,3,15.6,8,3,6.5,8,3
2009/4,15.7,8,1,5.4,8,1,26.1,8,1,20.2,8,1,11.9,8,1,15.5,8,1,4.6,8,1,28.7,8,1,20.5,8,1,10.9,8,1,20.5,8,1,14.6,8,1,26.1,8,1,23.3,8,1,18.2,8,1,15.3,8,1,3.7,8,3,26.1,8,3,20.5,8,3,10.2,8,3
2009/5,20.1,8,1,12.6,8,1,29.3,8,1,23.6,8,1,16.9,8,1,19.7,8,1,11.4,8,1,30.3,8,1,24.4,8,1,15.8,8,1,23.7,8,1,18.1,8,1,30.3,8,1,26.7,8,1,21.3,8,1,19.6,8,1,10.7,8,3,30.0,8,3,24.4,8,3,15.0,8,3
2009/6,22.5,8,1,15.5,8,1,31.9,8,1,25.8,8,1,19.8,8,1,24.0,8,1,15.7,8,1,32.4,8,1,28.8,8,1,20.2,8,1,26.4,8,1,19.4,8,1,31.6,8,1,29.3,8,1,24.2,8,1,23.4,8,1,12.5,5,3,32.7,5,3,27.7,5,3,19.7,5,3
2009/7,26.3,8,1,20.2,8,1,34.2,8,1,29.3,8,1,23.5,8,1,27.3,8,1,19.5,8,1,34.8,8,1,31.3,8,1,24.3,8,1,29.2,8,1,21.0,8,1,34.1,8,1,32.2,8,1,26.8,8,1,26.5,8,1,19.7,8,3,35.1,8,3,30.5,8,3,23.6,8,3
2009/8,26.6,8,1,17.6,8,1,33.2,8,1,30.1,8,1,23.8,8,1,28.0,8,1,20.8,8,1,36.3,8,1,32.5,8,1,24.7,8,1,29.5,8,1,25.6,8,1,34.4,8,1,32.7,8,1,27.3,8,1,27.6,8,1,17.9,8,3,35.2,8,3,31.9,8,3,24.2,8,3
2009/9,23.0,8,1,17.7,8,1,31.5,8,1,26.5,8,1,20.2,8,1,24.5,8,1,17.8,8,1,34.5,8,1,29.4,8,1,20.8,8,1,29.0,8,1,24.3,8,1,34.6,8,1,32.2,8,1,26.9,8,1,24.2,8,1,16.2,5,3,33.3,5,3,28.8,5,3,20.1,5,3
2009/10,19.0,8,1,12.7,8,1,27.1,8,1,22.3,8,1,16.0,8,1,19.2,8,1,12.8,8,1,29.7,8,1,23.4,8,1,15.5,8,1,25.3,8,1,20.1,8,1,32.8,8,1,28.0,8,1,23.4,8,1,19.2,8,1,9.6,8,3,29.2,8,3,24.1,8,3,14.3,8,3
2009/11,13.5,8,1,5.5,8,1,25.9,8,1,17.0,8,1,10.1,8,1,13.6,8,1,5.7,8,1,25.2,8,1,17.8,8,1,10.3,8,1,22.7,8,1,17.5,8,1,29.0,8,1,25.4,8,1,20.7,8,1,13.5,8,1,1.7,8,3,25.9,8,3,17.1,8,3,9.4,8,3
2009/12,9.0,8,1,1.1,8,1,17.4,8,1,12.4,8,1,6.2,8,1,8.7,8,1,0.6,8,1,18.0,8,1,12.3,8,1,5.5,8,1,18.3,8,1,11.8,8,1,25.6,8,1,20.9,8,1,16.0,8,1,8.4,8,1,-0.8,5,3,17.8,5,3,12.0,5,3,4.4,5,3
2010/1,7.0,8,1,-0.3,8,1,18.0,8,1,11.0,8,1,3.0,8,1,6.1,8,1,-1.3,8,1,15.8,8,1,9.5,8,1,2.6,8,1,16.8,8,1,9.1,8,1,24.4,8,1,19.7,8,1,14.1,8,1,6.1,8,1,-2.2,8,3,19.4,8,3,10.0,8,3,1.7,8,3
2010/2,6.5,8,1,-0.4,8,1,21.0,8,1,9.9,8,1,3.0,8,1,7.8,8,1,0.3,8,1,23.4,8,1,11.8,8,1,4.3,8,1,18.3,8,1,12.0,8,1,26.1,8,1,20.8,8,1,16.0,8,1,8.9,8,1,-2.3,8,3,23.9,8,3,12.9,8,3,4.6,8,3
2010/3,9.1,8,1,0.9,8,1,21.6,8,1,13.2,8,1,5.1,8,1,9.6,8,1,1.6,8,1,24.2,8,1,13.7,8,1,6.0,8,1,19.9,8,1,9.7,8,1,27.3,8,1,23.2,8,1,17.3,8,1,10.6,8,1,0.3,5,3,24.0,5,3,14.1,5,3,6.8,5,3
2010/4,12.4,8,1,1.4,8,1,25.5,8,1,16.6,8,1,8.6,8,1,13.6,8,1,4.0,8,1,24.9,8,1,18.1,8,1,9.6,8,1,21.2,8,1,15.1,8,1,28.6,8,1,24.0,8,1,18.7,8,1,13.5,8,1,4.2,8,3,23.8,8,3,18.1,8,3,9.2,8,3
2010/5,19.0,8,1,11.4,8,1,30.9,8,1,23.0,8,1,15.4,8,1,18.8,8,1,9.1,8,1,31.3,8,1,23.8,8,1,14.8,8,1,23.8,8,1,16.5,8,1,30.0,8,1,26.2,8,1,21.7,8,1,18.9,8,1,9.0,8,3,28.0,8,3,23.6,8,3,14.3,8,3
2010/6,23.6,8,1,13.4,8,1,31.8,8,1,27.5,8,1,20.5,8,1,23.9,8,1,16.1,8,1,32.8,8,1,28.2,8,1,20.6,8,1,26.7,8,1,20.9,8,1,32.0,8,1,29.3,8,1,24.8,8,1,23.3,8,1,15.0,8,3,32.1,8,3,27.7,8,3,20.1,8,3
2010/7,28.0,8,1,19.9,8,1,36.3,8,1,31.6,8,1,25.0,8,1,27.9,8,1,21.0,8,1,36.7,8,1,32.0,8,1,24.8,8,1,28.7,8,1,24.3,8,1,33.2,8,1,31.2,8,1,26.6,8,1,27.3,8,1,21.7,8,3,35.0,8,3,31.3,8,3,24.2,8,3
2010/8,29.6,8,1,23.6,8,1,37.2,8,1,33.5,8,1,27.0,8,1,30.5,8,1,24.4,8,1,37.4,8,1,35.2,8,1,27.2,8,1,28.9,8,1,24.3,8,1,32.9,8,1,31.6,8,1,26.7,8,1,29.5,8,1,23.4,8,3,36.9,8,3,34.4,8,3,26.0,8,3
2010/9,25.1,8,1,13.9,8,1,35.9,8,1,29.0,8,1,22.3,8,1,26.7,8,1,16.6,8,1,36.2,8,1,31.1,8,1,23.5,8,1,28.0,8,1,23.4,8,1,32.6,8,1,31.1,8,1,25.7,8,1,25.7,8,1,16.3,8,3,35.9,8,3,29.9,8,3,21.9,8,3
2010/10,18.9,8,1,9.3,8,1,28.3,8,1,21.8,8,1,16.5,8,1,19.9,8,1,9.0,8,1,28.8,8,1,23.9,8,1,17.0,8,1,25.7,8,1,19.6,8,1,31.8,8,1,28.3,8,1,23.4,8,1,19.5,8,1,7.8,8,3,28.0,8,3,23.4,8,3,15.4,8,3
2010/11,13.5,8,1,7.0,8,1,22.4,8,1,17.2,8,1,10.0,8,1,13.2,8,1,5.4,8,1,21.1,8,1,17.2,8,1,9.5,8,1,21.4,8,1,16.3,8,1,26.3,8,1,23.6,8,1,19.3,8,1,12.6,8,1,2.2,8,3,20.6,8,3,17.1,8,3,7.5,8,3
2010/12,9.9,8,1,2.1,8,1,23.7,8,1,13.7,8,1,6.2,8,1,9.0,8,1,0.8,8,1,21.5,8,1,12.6,8,1,5.8,8,1,18.1,8,1,10.3,8,1,26.9,8,1,20.9,8,1,15.3,8,1,8.2,8,1,-0.6,8,3,19.9,8,3,12.1,8,3,3.9,8,3
2011/1,5.1,8,1,-1.1,8,1,12.2,8,1,9.1,8,1,1.5,8,1,4.4,8,1,-2.7,8,1,10.6,8,1,8.1,8,1,1.0,8,1,14.9,8,1,9.3,8,1,22.6,8,1,17.0,8,1,12.7,8,1,3.2,8,1,-2.9,8,3,9.1,8,3,6.1,8,3,0.0,8,3
2011/2,7.0,8,1,-0.8,8,1,20.8,8,1,11.2,8,1,3.2,8,1,7.4,8,1,-0.7,8,1,17.8,8,1,11.9,8,1,3.3,8,1,17.6,8,1,8.7,8,1,24.9,8,1,20.6,8,1,14.9,8,1,7.7,8,1,-2.4,8,3,20.4,8,3,12.6,8,3,2.7,8,3
2011/3,8.1,8,1,1.0,8,1,20.2,8,1,12.3,8,1,4.0,8,1,8.1,8,1,0.9,8,1,20.8,5,1,12.6,5,1,4.3,8,1,17.1,5,1,11.6,5,1,25.4,5,1,19.8,5,1,14.9,5,1,8.2,8,1,-1.9,8,3,20.2,8,3,12.4,8,3,4.0,8,3
2011/4,14.5,8,1,4.3,8,1,24.8,8,1,18.9,8,1,10.3,8,1,13.8,8,1,4.6,8,1,25.0,8,1,19.0,8,1,9.1,8,1,20.4,8,1,13.8,8,1,26.3,8,1,23.4,8,1,17.6,8,1,14.3,8,1,3.9,8,3,26.1,8,3,19.3,8,3,8.7,8,3
2011/5,18.5,8,1,12.2,8,1,29.6,8,1,22.2,8,1,15.0,8,1,19.6,8,1,12.2,8,1,27.8,8,1,23.7,8,1,15.9,8,1,23.9,8,1,16.3,8,1,30.3,8,1,26.4,8,1,21.9,8,1,19.6,8,1,10.0,8,3,30.4,8,3,23.8,8,3,15.6,8,3
2011/6,22.8,8,1,12.1,8,1,35.1,8,1,26.0,8,1,19.9,8,1,24.2,8,1,16.2,8,1,35.4,8,1,28.0,8,1,21.2,8,1,27.9,8,1,21.1,8,1,32.7,8,1,30.7,8,1,26.0,8,1,23.7,8,1,17.1,8,3,33.9,8,3,27.4,8,3,21.0,8,3
2011/7,27.3,8,1,18.0,8,1,34.8,8,1,30.9,8,1,24.5,8,1,27.8,8,1,22.7,8,1,35.2,8,1,31.7,8,1,25.0,8,1,28.9,8,1,25.1,8,1,32.9,8,1,31.8,8,1,26.8,8,1,27.5,8,1,19.3,5,3,35.0,5,3,31.5,5,3,24.3,5,3
2011/8,27.5,8,1,19.3,8,1,36.1,8,1,31.2,8,1,24.6,8,1,28.9,8,1,22.6,8,1,36.2,8,1,33.4,8,1,25.8,8,1,28.3,8,1,24.5,8,1,32.9,8,1,31.2,8,1,26.4,8,1,28.1,8,1,22.8,8,3,35.4,8,3,32.7,8,3,24.9,8,3
2011/9,25.1,8,1,15.9,8,1,32.5,8,1,28.8,8,1,22.0,8,1,25.2,8,1,15.2,8,1,34.8,8,1,29.6,8,1,21.7,8,1,27.9,8,1,23.7,8,1,32.5,8,1,30.7,8,1,25.8,8,1,24.8,8,1,12.7,8,3,34.5,8,3,29.2,8,3,20.9,8,3
2011/10,19.5,8,1,11.2,8,1,29.7,8,1,23.0,8,1,16.5,8,1,19.5,8,1,9.8,8,1,27.5,8,1,23.9,8,1,15.9,8,1,25.2,8,1,20.5,8,1,30.6,8,1,27.8,8,1,23.3,8,1,19.2,8,1,8.5,8,3,28.2,8,3,23.2,8,3,15.1,8,3
2011/11,14.9,8,1,7.2,8,1,22.7,8,1,18.3,8,1,11.7,8,1,15.2,8,1,5.5,8,1,26.3,8,1,18.9,8,1,11.9,8,1,23.7,8,1,17.3,8,1,29.7,8,1,25.8,8,1,21.9,8,1,15.8,8,1,2.9,8,3,26.9,8,3,20.2,8,3,11.4,8,3
2011/12,7.5,8,1,1.5,8,1,18.9,8,1,11.1,8,1,4.2,8,1,8.1,8,1,0.3,8,1,18.3,8,1,11.8,8,1,4.8,8,1,18.6,8,1,13.3,8,1,25.4,8,1,20.7,8,1,16.5,8,1,8.0,8,1,-1.5,8,3,17.1,8,3,11.5,8,3,4.2,8,3
2012/1,4.8,8,1,-1.0,8,1,11.1,8,1,8.3,8,1,1.8,8,1,5.6,8,1,-0.9,8,1,11.5,8,1,8.9,8,1,2.7,8,1,17.0,8,1,11.6,8,1,23.6,8,1,19.0,8,1,15.3,8,1,5.7,8,1,-1.9,8,3,14.3,8,3,9.1,8,3,2.0,8,3
2012/2,5.4,8,1,-1.0,8,1,15.4,8,1,9.1,8,1,2.2,8,1,5.1,8,1,-2.9,8,1,13.5,8,1,8.4,8,1,2.0,8,1,17.5,8,1,11.9,8,1,25.0,8,1,19.9,8,1,15.4,8,1,5.3,8,1,-3.4,8,3,15.0,8,3,8.7,8,3,1.9,8,3
2012/3,8.8,8,1,2.0,8,1,19.4,8,1,12.5,8,1,5.3,8,1,9.1,8,1,0.8,8,1,21.0,8,1,12.9,8,1,5.5,8,1,19.6,8,1,12.5,8,1,26.7,8,1,22.5,8,1,17.1,8,1,10.1,8,1,-0.7,8,3,22.3,8,3,13.8,8,3,6.3,8,3
2012/4,14.5,8,1,5.1,8,1,26.0,8,1,18.5,8,1,11.0,8,1,15.2,8,1,2.9,8,1,29.9,8,1,20.4,8,1,10.9,8,1,21.7,8,1,14.4,8,1,28.3,8,1,24.5,8,1,19.1,8,1,15.6,8,1,4.2,8,3,26.8,8,3,20.5,8,3,10.6,8,3
2012/5,19.6,8,1,11.9,8,1,27.2,8,1,23.6,8,1,16.1,8,1,19.6,8,1,9.4,8,1,29.3,8,1,24.6,8,1,15.6,8,1,24.4,8,1,19.4,8,1,29.0,8,1,27.0,8,1,22.3,8,1,19.8,8,1,11.7,8,3,28.6,8,3,24.5,8,3,15.8,8,3
2012/6,21.4,8,1,15.2,8,1,30.2,8,1,24.8,8,1,18.6,8,1,23.0,8,1,17.9,8,1,30.9,8,1,27.4,8,1,19.8,8,1,26.9,8,1,22.9,8,1,31.6,8,1,29.4,8,1,25.3,8,1,22.9,8,1,16.1,8,3,32.2,8,3,26.9,8,3,19.9,8,3
2012/7,26.4,8,1,17.4,8,1,35.4,8,1,30.1,8,1,23.5,8,1,27.8,8,1,19.8,8,1,35.9,8,1,32.0,8,1,24.8,8,1,29.1,8,1,24.2,8,1,33.3,8,1,31.8,8,1,27.1,8,1,27.3,8,1,18.2,8,3,35.7,8,3,31.2,8,3,24.2,8,3
2012/8,29.1,8,1,22.9,8,1,35.7,8,1,33.1,8,1,26.3,8,1,29.4,8,1,23.3,8,1,36.7,8,1,34.3,8,1,25.8,8,1,28.5,8,1,25.1,8,1,32.9,8,1,31.2,8,1,26.4,8,1,28.4,8,1,21.1,8,3,36.3,8,3,33.0,8,3,24.8,8,3
2012/9,26.2,8,1,18.0,8,1,33.8,8,1,29.8,8,1,23.3,8,1,26.0,8,1,18.1,8,1,34.9,8,1,30.7,8,1,22.7,8,1,27.2,8,1,22.7,8,1,32.1,8,1,30.1,8,1,25.0,8,1,23.9,8,1,14.6,8,3,31.9,8,3,28.3,8,3,20.4,8,3
2012/10,19.4,8,1,11.8,8,1,31.0,8,1,23.0,8,1,16.2,8,1,19.3,8,1,10.4,8,1,28.8,8,1,23.9,8,1,15.5,8,1,24.6,8,1,19.1,8,1,29.4,8,1,27.3,8,1,22.6,8,1,18.4,8,1,9.3,5,3,27.5,5,3,23.5,5,3,13.2,5,3
2012/11,12.7,8,1,4.4,8,1,21.5,8,1,16.3,8,1,9.6,8,1,12.4,8,1,3.6,8,1,19.8,8,1,15.9,8,1,9.3,8,1,21.0,8,1,16.3,8,1,26.8,8,1,23.5,8,1,18.6,8,1,12.2,8,1,1.8,8,3,21.6,8,3,16.1,8,3,7.5,8,3
2012/12,7.3,8,1,0.1,8,1,18.4,8,1,11.2,8,1,3.8,8,1,6.6,8,1,-0.6,8,1,14.7,8,1,10.1,8,1,3.3,8,1,18.5,8,1,12.4,8,1,25.7,8,1,21.0,8,1,16.4,8,1,6.9,8,1,-2.2,8,3,16.1,8,3,10.6,8,3,2.7,8,3
2013/1,5.5,8,1,-1.4,8,1,14.4,8,1,9.6,8,1,1.8,8,1,5.2,8,1,-1.1,8,1,13.3,8,1,9.0,8,1,1.7,8,1,17.0,8,1,10.7,8,1,23.8,8,1,19.7,8,1,14.3,8,1,5.5,8,1,-2.7,8,3,16.6,8,3,9.4,8,3,1.4,8,3
2013/2,6.2,8,1,-0.5,8,1,20.9,8,1,10.3,8,1,2.7,8,1,5.6,8,1,-1.0,8,1,17.1,8,1,9.3,8,1,2.5,8,1,18.6,8,1,12.2,8,1,25.2,8,1,21.4,8,1,16.2,8,1,7.1,8,1,-2.7,8,3,19.0,8,3,11.1,8,3,2.8,8,3
2013/3,12.1,8,1,3.2,8,1,25.3,8,1,16.4,8,1,7.9,8,1,10.7,8,1,0.4,8,1,22.3,8,1,15.9,8,1,6.0,8,1,20.4,8,1,14.0,8,1,27.8,8,1,23.2,8,1,18.0,8,1,11.8,8,1,-0.2,8,3,24.1,8,3,16.7,8,3,6.6,8,3
2013/4,15.2,8,1,5.3,8,1,23.4,8,1,19.2,8,1,10.8,8,1,14.3,8,1,6.1,8,1,25.1,8,1,19.0,8,1,9.8,8,1,20.6,8,1,13.1,8,1,27.5,8,1,23.3,8,1,18.1,8,1,14.3,8,1,4.1,8,3,27.3,8,3,18.9,8,3,9.4,8,3
2013/5,19.8,8,1,10.5,8,1,28.5,8,1,24.1,8,1,16.0,8,1,19.8,8,1,8.5,8,1,30.3,8,1,25.2,8,1,15.2,8,1,23.7,8,1,17.7,8,1,30.5,8,1,26.3,8,1,22.0,8,1,20.0,8,1,6.8,8,3,29.6,8,3,24.8,8,3,14.8,8,3
2013/6,22.9,8,1,14.7,8,1,30.2,8,1,26.5,8,1,20.0,8,1,24.3,8,1,18.3,8,1,36.1,8,1,28.9,8,1,21.0,8,1,27.9,8,1,22.8,8,1,32.4,8,1,30.6,8,1,26.2,8,1,23.7,8,1,17.3,8,3,31.3,8,3,27.3,8,3,20.7,8,3
2013/7,27.3,8,1,21.0,8,1,35.4,8,1,31.4,8,1,24.2,8,1,28.5,8,1,21.1,8,1,35.1,8,1,32.9,8,1,25.3,8,1,29.4,8,1,25.7,8,1,34.7,8,1,32.9,8,1,27.4,8,1,29.2,8,1,22.0,8,3,36.0,8,3,33.5,8,3,25.9,8,3
2013/8,29.2,8,1,20.3,8,1,38.3,8,1,33.2,8,1,26.0,8,1,30.0,8,1,22.1,8,1,38.4,8,1,34.8,8,1,26.6,8,1,29.6,8,1,25.0,8,1,34.8,8,1,32.9,8,1,27.5,8,1,29.5,8,1,21.4,8,3,37.7,8,3,34.0,8,3,25.8,8,3
2013/9,25.2,8,1,15.7,8,1,35.7,8,1,28.8,8,1,21.8,8,1,25.1,8,1,17.3,8,1,34.2,8,1,30.0,8,1,21.4,8,1,28.3,8,1,23.4,8,1,33.6,8,1,31.1,8,1,26.0,8,1,24.9,8,1,14.9,5,3,34.0,5,3,29.5,5,3,20.7,5,3
2013/10,19.8,8,1,12.0,8,1,31.3,8,1,23.0,8,1,17.0,8,1,20.8,8,1,11.6,8,1,32.7,8,1,24.6,8,1,17.8,8,1,25.3,8,1,19.9,8,1,30.8,8,1,27.7,8,1,23.5,8,1,20.2,8,1,9.1,8,3,29.5,8,3,24.3,8,3,16.2,8,3
2013/11,13.5,8,1,5.9,8,1,21.5,8,1,17.4,8,1,9.8,8,1,12.9,8,1,3.1,8,1,21.9,8,1,17.0,8,1,9.2,8,1,21.3,8,1,13.9,8,1,28.5,8,1,23.8,8,1,19.1,8,1,12.8,8,1,3.3,8,3,22.9,8,3,16.9,8,3,8.7,8,3
2013/12,8.3,8,1,0.5,8,1,17.6,8,1,12.1,8,1,4.9,8,1,7.8,8,1,0.5,8,1,15.6,8,1,11.0,8,1,4.8,8,1,17.3,8,1,10.3,8,1,23.6,8,1,19.6,8,1,15.0,8,1,7.5,8,1,0.3,8,3,15.7,8,3,11.2,8,3,3.8,8,3
2014/1,6.3,8,1,-0.2,8,1,15.9,8,1,10.6,8,1,2.5,8,1,5.9,8,1,-0.5,8,1,15.0,8,1,9.8,8,1,2.2,8,1,16.8,8,1,10.6,8,1,23.5,8,1,19.8,8,1,14.1,8,1,6.8,8,1,-2.2,8,3,17.8,8,3,11.3,8,3,2.0,8,3
2014/2,5.9,8,1,-0.9,8,1,18.6,8,1,9.8,8,1,2.8,8,1,5.8,8,1,-0.4,8,1,16.7,8,1,9.8,8,1,2.5,8,1,17.9,8,1,11.7,8,1,24.1,8,1,20.4,8,1,15.7,8,1,7.1,8,1,-0.7,8,3,20.9,8,3,11.0,8,3,3.3,8,3
2014/3,10.4,8,1,1.3,8,1,22.3,8,1,14.5,8,1,6.7,8,1,9.9,8,1,0.2,8,1,21.5,8,1,14.0,8,1,6.0,8,1,18.4,8,1,12.0,8,1,26.1,8,1,21.2,8,1,16.0,8,1,11.0,8,1,0.0,8,3,24.7,8,3,15.4,8,3,6.3,8,3
2014/4,15.0,8,1,6.3,8,1,23.9,8,1,19.6,8,1,11.0,8,1,14.8,8,1,3.8,8,1,26.4,8,1,20.0,8,1,10.1,8,1,20.9,8,1,14.0,8,1,27.2,8,1,23.6,8,1,18.7,8,1,15.0,8,1,4.5,8,3,24.3,8,3,19.9,8,3,9.9,8,3
2014/5,20.3,8,1,11.2,8,1,31.6,8,1,24.7,8,1,16.7,8,1,19.8,8,1,10.6,8,1,30.6,8,1,24.9,8,1,15.5,8,1,23.6,8,1,17.3,8,1,30.1,8,1,26.3,8,1,21.2,8,1,19.9,8,1,8.1,8,3,30.9,8,3,25.4,8,3,14.5,8,3
2014/6,23.4,8,1,17.7,8,1,33.1,8,1,26.9,8,1,20.7,8,1,23.9,8,1,18.3,8,1,32.9,8,1,28.5,8,1,20.7,8,1,26.9,8,1,20.4,8,1,32.5,8,1,29.4,8,1,24.9,8,1,22.3,8,1,15.6,8,3,30.4,8,3,26.2,8,3,19.4,8,3
2014/7,26.8,8,1,20.1,8,1,35.6,8,1,30.5,8,1,23.9,8,1,27.8,8,1,20.2,8,1,37.1,8,1,32.1,8,1,24.5,8,1,29.3,8,1,23.8,8,1,33.9,8,1,32.1,8,1,27.2,8,1,26.6,8,1,18.6,8,3,35.9,8,3,30.5,8,3,23.4,8,3
2014/8,27.7,8,1,19.6,8,1,36.1,8,1,31.2,8,1,24.8,8,1,27.8,8,1,20.4,8,1,34.7,8,1,31.7,8,1,25.0,8,1,28.7,8,1,23.9,8,1,33.1,8,1,31.5,8,1,26.6,8,1,26.1,8,1,20.0,5,3,32.6,5,3,29.3,5,3,23.7,5,3
2014/9,23.2,8,1,16.4,8,1,31.6,8,1,26.9,8,1,20.1,8,1,24.0,8,1,16.8,8,1,32.6,8,1,28.8,8,1,20.3,8,1,28.8,8,1,25.0,8,1,33.3,8,1,31.6,8,1,26.6,8,1,23.7,8,1,15.3,8,3,31.3,8,3,28.1,8,3,19.9,8,3
2014/10,19.1,8,1,11.9,8,1,29.8,8,1,23.0,8,1,16.0,8,1,19.5,8,1,9.3,8,1,29.2,8,1,24.1,8,1,15.9,8,1,25.4,8,1,20.7,8,1,32.0,8,1,28.1,8,1,23.4,8,1,19.1,8,1,8.7,8,3,28.1,8,3,23.6,8,3,14.7,8,3
2014/11,14.2,8,1,6.9,8,1,22.4,8,1,17.4,8,1,11.3,8,1,14.2,8,1,6.2,8,1,22.8,8,1,18.3,8,1,10.5,8,1,22.6,8,1,17.4,8,1,28.4,8,1,25.1,8,1,20.6,8,1,14.0,8,1,5.0,8,3,22.9,8,3,18.5,8,3,9.4,8,3
2014/12,6.7,8,2,-1.3,8,1,16.2,8,1,11.0,8,2,2.8,8,2,6.8,8,1,0.2,8,1,17.3,8,1,10.1,8,1,3.8,8,1,17.6,8,1,12.0,8,1,24.6,8,1,20.1,8,1,15.3,8,1,6.9,8,1,-2.4,8,3,18.4,8,3,10.7,8,3,2.8,8,3
2015/1,5.8,8,2,-2.2,8,1,16.4,8,1,10.4,8,2,1.8,8,2,6.1,8,1,0.3,8,1,14.1,8,1,9.3,8,1,3.3,8,1,16.6,8,1,9.8,8,1,23.5,8,1,19.1,8,1,14.3,8,1,7.3,8,1,-2.7,8,3,15.5,8,3,10.8,8,3,3.2,8,3
2015/2,5.7,8,2,-2.4,8,1,19.2,8,1,10.4,8,2,1.9,8,2,6.9,8,1,0.0,8,1,15.7,8,1,10.6,8,1,3.7,8,1,16.8,8,1,9.6,8,1,25.0,8,1,19.5,8,1,14.4,8,1,7.0,8,1,-1.0,8,3,15.4,8,3,10.6,8,3,3.1,8,3
2015/3,10.3,8,2,-0.4,8,1,23.6,8,1,15.5,8,2,5.8,8,2,10.2,8,1,0.7,8,1,23.0,8,1,14.4,8,1,6.3,8,1,19.0,8,1,11.4,8,1,25.5,8,1,21.8,8,1,16.8,8,1,10.6,8,1,0.5,8,3,23.5,8,3,15.0,8,3,5.8,8,3
2015/4,14.5,8,2,2.4,8,1,27.2,8,1,19.3,8,2,10.1,8,2,15.9,8,1,4.4,8,1,27.0,8,1,20.3,8,1,11.8,8,1,22.2,8,1,16.7,8,1,28.8,8,1,24.9,8,1,20.1,8,1,15.9,8,1,5.9,8,3,28.3,8,3,20.8,8,3,11.5,8,3
2015/5,21.1,8,2,11.6,8,1,32.2,8,1,26.4,8,2,16.6,8,2,21.5,8,1,12.1,8,1,31.3,8,1,27.0,8,1,16.9,8,1,24.9,8,1,18.8,8,1,30.5,8,1,27.7,8,1,22.9,8,1,20.5,8,1,11.9,8,3,30.8,8,3,25.3,8,3,15.9,8,3
2015/6,22.1,8,2,13.4,8,1,31.4,8,1,26.4,8,2,18.6,8,2,22.9,8,1,14.4,8,1,31.9,8,1,27.1,8,1,19.4,8,1,28.7,8,1,24.4,8,1,32.5,8,1,31.3,8,1,26.9,8,1,22.6,8,1,14.8,8,3,30.2,8,3,26.4,8,3,19.6,8,3
2015/7,26.2,8,2,17.6,8,1,35.8,8,1,30.1,8,2,23.2,8,2,27.0,8,1,19.3,8,1,36.2,8,1,30.6,8,1,23.9,8,1,29.0,8,1,23.8,8,1,33.8,8,1,31.6,8,1,27.0,8,1,26.0,8,1,18.0,8,3,34.9,8,3,30.0,8,3,22.9,8,3
2015/8,26.7,8,2,17.9,8,1,37.7,8,1,30.5,8,2,23.9,8,2,28.6,8,1,22.5,8,1,38.0,8,1,33.2,8,1,25.1,8,1,28.7,8,1,24.9,8,1,32.8,8,1,31.3,8,1,26.6,8,1,27.2,8,1,20.9,8,3,36.2,8,3,31.2,8,3,24.1,8,3
2015/9,22.6,8,2,16.1,8,1,31.5,8,1,26.4,8,2,19.8,8,2,23.2,8,1,17.0,8,1,31.7,8,1,27.4,8,1,20.0,8,1,27.8,8,1,23.8,8,1,32.6,8,1,30.4,8,1,25.7,8,1,23.0,8,1,15.3,8,3,30.4,8,3,27.4,8,3,19.5,8,3
2015/10,18.4,8,2,10.3,8,1,28.1,8,1,22.7,8,2,14.8,8,2,19.0,8,1,10.0,8,1,27.9,8,1,24.0,8,1,14.7,8,1,25.5,8,1,20.0,8,1,32.0,8,1,28.3,8,1,23.3,8,1,18.4,8,1,8.9,8,3,29.5,8,3,23.5,8,3,13.1,8,3
